RUN	computerdatabase.TesteSicredi	testesicredi	1547956279784	0	3.0.2
USER	Teste Stress Avaliação Sicredi	147	START	1547956282227	1547956282227
USER	Teste Stress Avaliação Sicredi	148	START	1547956282229	1547956282229
USER	Teste Stress Avaliação Sicredi	149	START	1547956282232	1547956282232
USER	Teste Stress Avaliação Sicredi	150	START	1547956282234	1547956282234
USER	Teste Stress Avaliação Sicredi	151	START	1547956282238	1547956282238
USER	Teste Stress Avaliação Sicredi	152	START	1547956282239	1547956282239
USER	Teste Stress Avaliação Sicredi	153	START	1547956282241	1547956282241
USER	Teste Stress Avaliação Sicredi	154	START	1547956282245	1547956282245
USER	Teste Stress Avaliação Sicredi	155	START	1547956282248	1547956282248
USER	Teste Stress Avaliação Sicredi	156	START	1547956282252	1547956282252
USER	Teste Stress Avaliação Sicredi	157	START	1547956282254	1547956282254
USER	Teste Stress Avaliação Sicredi	158	START	1547956282258	1547956282258
USER	Teste Stress Avaliação Sicredi	159	START	1547956282263	1547956282263
USER	Teste Stress Avaliação Sicredi	160	START	1547956282267	1547956282267
USER	Teste Stress Avaliação Sicredi	161	START	1547956282270	1547956282270
USER	Teste Stress Avaliação Sicredi	162	START	1547956282275	1547956282275
USER	Teste Stress Avaliação Sicredi	163	START	1547956282279	1547956282279
USER	Teste Stress Avaliação Sicredi	164	START	1547956282282	1547956282282
USER	Teste Stress Avaliação Sicredi	165	START	1547956282287	1547956282287
USER	Teste Stress Avaliação Sicredi	166	START	1547956282291	1547956282291
USER	Teste Stress Avaliação Sicredi	167	START	1547956282296	1547956282296
USER	Teste Stress Avaliação Sicredi	168	START	1547956282301	1547956282301
USER	Teste Stress Avaliação Sicredi	169	START	1547956282304	1547956282304
USER	Teste Stress Avaliação Sicredi	170	START	1547956282306	1547956282306
USER	Teste Stress Avaliação Sicredi	171	START	1547956282308	1547956282308
USER	Teste Stress Avaliação Sicredi	172	START	1547956282313	1547956282313
USER	Teste Stress Avaliação Sicredi	173	START	1547956282316	1547956282316
USER	Teste Stress Avaliação Sicredi	174	START	1547956282319	1547956282319
USER	Teste Stress Avaliação Sicredi	175	START	1547956282321	1547956282321
USER	Teste Stress Avaliação Sicredi	176	START	1547956282325	1547956282325
USER	Teste Stress Avaliação Sicredi	177	START	1547956282328	1547956282328
USER	Teste Stress Avaliação Sicredi	178	START	1547956282330	1547956282330
USER	Teste Stress Avaliação Sicredi	179	START	1547956282333	1547956282333
USER	Teste Stress Avaliação Sicredi	180	START	1547956282337	1547956282337
USER	Teste Stress Avaliação Sicredi	181	START	1547956282338	1547956282338
USER	Teste Stress Avaliação Sicredi	182	START	1547956282340	1547956282340
USER	Teste Stress Avaliação Sicredi	183	START	1547956282341	1547956282341
USER	Teste Stress Avaliação Sicredi	184	START	1547956282344	1547956282344
USER	Teste Stress Avaliação Sicredi	185	START	1547956282347	1547956282347
USER	Teste Stress Avaliação Sicredi	186	START	1547956282349	1547956282349
USER	Teste Stress Avaliação Sicredi	187	START	1547956282352	1547956282352
USER	Teste Stress Avaliação Sicredi	188	START	1547956282353	1547956282353
USER	Teste Stress Avaliação Sicredi	189	START	1547956282354	1547956282354
USER	Teste Stress Avaliação Sicredi	190	START	1547956282359	1547956282359
USER	Teste Stress Avaliação Sicredi	191	START	1547956282360	1547956282360
USER	Teste Stress Avaliação Sicredi	192	START	1547956282364	1547956282364
USER	Teste Stress Avaliação Sicredi	193	START	1547956282368	1547956282368
USER	Teste Stress Avaliação Sicredi	194	START	1547956282371	1547956282371
USER	Teste Stress Avaliação Sicredi	195	START	1547956282378	1547956282378
USER	Teste Stress Avaliação Sicredi	196	START	1547956282380	1547956282380
USER	Teste Stress Avaliação Sicredi	197	START	1547956282383	1547956282383
USER	Teste Stress Avaliação Sicredi	198	START	1547956282386	1547956282386
USER	Teste Stress Avaliação Sicredi	199	START	1547956282394	1547956282394
USER	Teste Stress Avaliação Sicredi	200	START	1547956282396	1547956282396
USER	Teste Stress Avaliação Sicredi	201	START	1547956282403	1547956282403
USER	Teste Stress Avaliação Sicredi	202	START	1547956282404	1547956282404
USER	Teste Stress Avaliação Sicredi	203	START	1547956282407	1547956282407
USER	Teste Stress Avaliação Sicredi	204	START	1547956282409	1547956282409
USER	Teste Stress Avaliação Sicredi	205	START	1547956282411	1547956282411
USER	Teste Stress Avaliação Sicredi	206	START	1547956282412	1547956282412
USER	Teste Stress Avaliação Sicredi	207	START	1547956282414	1547956282414
USER	Teste Stress Avaliação Sicredi	208	START	1547956282416	1547956282416
USER	Teste Stress Avaliação Sicredi	209	START	1547956282418	1547956282418
USER	Teste Stress Avaliação Sicredi	210	START	1547956282419	1547956282419
USER	Teste Stress Avaliação Sicredi	211	START	1547956282421	1547956282421
USER	Teste Stress Avaliação Sicredi	212	START	1547956282423	1547956282423
USER	Teste Stress Avaliação Sicredi	213	START	1547956282426	1547956282426
USER	Teste Stress Avaliação Sicredi	214	START	1547956282427	1547956282427
USER	Teste Stress Avaliação Sicredi	215	START	1547956282428	1547956282428
USER	Teste Stress Avaliação Sicredi	216	START	1547956282430	1547956282430
USER	Teste Stress Avaliação Sicredi	217	START	1547956282433	1547956282433
USER	Teste Stress Avaliação Sicredi	218	START	1547956282435	1547956282435
USER	Teste Stress Avaliação Sicredi	219	START	1547956282439	1547956282439
USER	Teste Stress Avaliação Sicredi	220	START	1547956282440	1547956282440
USER	Teste Stress Avaliação Sicredi	221	START	1547956282442	1547956282442
USER	Teste Stress Avaliação Sicredi	222	START	1547956282444	1547956282444
USER	Teste Stress Avaliação Sicredi	223	START	1547956282445	1547956282445
USER	Teste Stress Avaliação Sicredi	224	START	1547956282446	1547956282446
USER	Teste Stress Avaliação Sicredi	225	START	1547956282455	1547956282455
USER	Teste Stress Avaliação Sicredi	226	START	1547956282462	1547956282462
USER	Teste Stress Avaliação Sicredi	227	START	1547956282464	1547956282464
USER	Teste Stress Avaliação Sicredi	228	START	1547956282467	1547956282467
USER	Teste Stress Avaliação Sicredi	229	START	1547956282470	1547956282470
USER	Teste Stress Avaliação Sicredi	230	START	1547956282473	1547956282473
USER	Teste Stress Avaliação Sicredi	231	START	1547956282474	1547956282474
USER	Teste Stress Avaliação Sicredi	232	START	1547956282477	1547956282477
USER	Teste Stress Avaliação Sicredi	233	START	1547956282479	1547956282479
USER	Teste Stress Avaliação Sicredi	234	START	1547956282480	1547956282480
USER	Teste Stress Avaliação Sicredi	235	START	1547956282482	1547956282482
USER	Teste Stress Avaliação Sicredi	236	START	1547956282484	1547956282484
USER	Teste Stress Avaliação Sicredi	237	START	1547956282485	1547956282485
USER	Teste Stress Avaliação Sicredi	238	START	1547956282487	1547956282487
USER	Teste Stress Avaliação Sicredi	239	START	1547956282488	1547956282488
USER	Teste Stress Avaliação Sicredi	240	START	1547956282489	1547956282489
USER	Teste Stress Avaliação Sicredi	241	START	1547956282491	1547956282491
USER	Teste Stress Avaliação Sicredi	242	START	1547956282492	1547956282492
USER	Teste Stress Avaliação Sicredi	243	START	1547956282493	1547956282493
USER	Teste Stress Avaliação Sicredi	244	START	1547956282494	1547956282494
USER	Teste Stress Avaliação Sicredi	245	START	1547956282496	1547956282496
USER	Teste Stress Avaliação Sicredi	246	START	1547956282498	1547956282498
USER	Teste Stress Avaliação Sicredi	247	START	1547956282499	1547956282499
USER	Teste Stress Avaliação Sicredi	248	START	1547956282501	1547956282501
USER	Teste Stress Avaliação Sicredi	249	START	1547956282512	1547956282512
USER	Teste Stress Avaliação Sicredi	250	START	1547956282513	1547956282513
USER	Teste Stress Avaliação Sicredi	251	START	1547956282514	1547956282514
USER	Teste Stress Avaliação Sicredi	252	START	1547956282516	1547956282516
USER	Teste Stress Avaliação Sicredi	253	START	1547956282568	1547956282568
USER	Teste Stress Avaliação Sicredi	254	START	1547956282578	1547956282578
USER	Teste Stress Avaliação Sicredi	255	START	1547956282648	1547956282648
USER	Teste Stress Avaliação Sicredi	256	START	1547956282651	1547956282651
USER	Teste Stress Avaliação Sicredi	257	START	1547956282655	1547956282655
USER	Teste Stress Avaliação Sicredi	258	START	1547956282658	1547956282658
USER	Teste Stress Avaliação Sicredi	259	START	1547956282658	1547956282658
USER	Teste Stress Avaliação Sicredi	260	START	1547956282660	1547956282660
USER	Teste Stress Avaliação Sicredi	261	START	1547956282661	1547956282661
USER	Teste Stress Avaliação Sicredi	262	START	1547956282663	1547956282663
USER	Teste Stress Avaliação Sicredi	263	START	1547956282664	1547956282664
USER	Teste Stress Avaliação Sicredi	264	START	1547956282665	1547956282665
USER	Teste Stress Avaliação Sicredi	265	START	1547956282667	1547956282667
USER	Teste Stress Avaliação Sicredi	266	START	1547956282668	1547956282668
USER	Teste Stress Avaliação Sicredi	267	START	1547956282671	1547956282671
USER	Teste Stress Avaliação Sicredi	268	START	1547956282672	1547956282672
USER	Teste Stress Avaliação Sicredi	269	START	1547956282674	1547956282674
USER	Teste Stress Avaliação Sicredi	270	START	1547956282677	1547956282677
USER	Teste Stress Avaliação Sicredi	271	START	1547956282678	1547956282678
USER	Teste Stress Avaliação Sicredi	272	START	1547956282680	1547956282680
USER	Teste Stress Avaliação Sicredi	273	START	1547956282681	1547956282681
USER	Teste Stress Avaliação Sicredi	274	START	1547956282682	1547956282682
USER	Teste Stress Avaliação Sicredi	275	START	1547956282685	1547956282685
USER	Teste Stress Avaliação Sicredi	276	START	1547956282686	1547956282686
USER	Teste Stress Avaliação Sicredi	277	START	1547956282688	1547956282688
USER	Teste Stress Avaliação Sicredi	278	START	1547956282690	1547956282690
USER	Teste Stress Avaliação Sicredi	279	START	1547956282704	1547956282704
USER	Teste Stress Avaliação Sicredi	280	START	1547956282706	1547956282706
USER	Teste Stress Avaliação Sicredi	281	START	1547956282709	1547956282709
USER	Teste Stress Avaliação Sicredi	282	START	1547956282713	1547956282713
USER	Teste Stress Avaliação Sicredi	283	START	1547956282714	1547956282714
USER	Teste Stress Avaliação Sicredi	284	START	1547956282718	1547956282718
USER	Teste Stress Avaliação Sicredi	285	START	1547956282721	1547956282721
USER	Teste Stress Avaliação Sicredi	286	START	1547956282725	1547956282725
USER	Teste Stress Avaliação Sicredi	287	START	1547956282727	1547956282727
USER	Teste Stress Avaliação Sicredi	288	START	1547956282730	1547956282730
USER	Teste Stress Avaliação Sicredi	289	START	1547956282734	1547956282734
REQUEST	14		Contar Votos	1547956281563	1547956282739	OK	 
REQUEST	217		Contar Votos	1547956282433	1547956282742	OK	 
REQUEST	216		Contar Votos	1547956282433	1547956282745	OK	 
REQUEST	28		Contar Votos	1547956281680	1547956282748	OK	 
REQUEST	22		Contar Votos	1547956281672	1547956282749	OK	 
REQUEST	218		Contar Votos	1547956282436	1547956282752	OK	 
USER	Teste Stress Avaliação Sicredi	290	START	1547956282736	1547956282736
REQUEST	4		Contar Votos	1547956281539	1547956282757	OK	 
REQUEST	32		Contar Votos	1547956281690	1547956282759	OK	 
REQUEST	223		Contar Votos	1547956282446	1547956282763	OK	 
REQUEST	46		Contar Votos	1547956281744	1547956282767	OK	 
REQUEST	225		Contar Votos	1547956282462	1547956282769	OK	 
REQUEST	224		Contar Votos	1547956282453	1547956282771	OK	 
REQUEST	48		Contar Votos	1547956281749	1547956282772	OK	 
USER	Teste Stress Avaliação Sicredi	291	START	1547956282753	1547956282753
USER	Teste Stress Avaliação Sicredi	292	START	1547956282779	1547956282779
REQUEST	228		Contar Votos	1547956282468	1547956282786	OK	 
USER	Teste Stress Avaliação Sicredi	293	START	1547956282780	1547956282780
USER	Teste Stress Avaliação Sicredi	294	START	1547956282789	1547956282789
USER	Teste Stress Avaliação Sicredi	295	START	1547956282790	1547956282790
USER	Teste Stress Avaliação Sicredi	296	START	1547956282791	1547956282791
USER	Teste Stress Avaliação Sicredi	297	START	1547956282792	1547956282792
USER	Teste Stress Avaliação Sicredi	298	START	1547956282818	1547956282818
USER	Teste Stress Avaliação Sicredi	299	START	1547956282819	1547956282819
USER	Teste Stress Avaliação Sicredi	300	START	1547956282820	1547956282820
USER	Teste Stress Avaliação Sicredi	301	START	1547956282822	1547956282822
USER	Teste Stress Avaliação Sicredi	302	START	1547956282823	1547956282823
USER	Teste Stress Avaliação Sicredi	303	START	1547956282824	1547956282824
USER	Teste Stress Avaliação Sicredi	304	START	1547956282825	1547956282825
USER	Teste Stress Avaliação Sicredi	305	START	1547956282826	1547956282826
USER	Teste Stress Avaliação Sicredi	306	START	1547956282827	1547956282827
USER	Teste Stress Avaliação Sicredi	307	START	1547956282827	1547956282827
REQUEST	45		Contar Votos	1547956281711	1547956282834	OK	 
REQUEST	53		Contar Votos	1547956281761	1547956282839	OK	 
REQUEST	54		Contar Votos	1547956281765	1547956282841	OK	 
REQUEST	231		Contar Votos	1547956282476	1547956282845	OK	 
REQUEST	230		Contar Votos	1547956282474	1547956282847	OK	 
REQUEST	37		Contar Votos	1547956281697	1547956282848	OK	 
USER	Teste Stress Avaliação Sicredi	308	START	1547956282828	1547956282828
USER	Teste Stress Avaliação Sicredi	309	START	1547956282849	1547956282849
REQUEST	29		Contar Votos	1547956281683	1547956282853	OK	 
USER	Teste Stress Avaliação Sicredi	310	START	1547956282852	1547956282852
USER	Teste Stress Avaliação Sicredi	311	START	1547956282854	1547956282854
USER	Teste Stress Avaliação Sicredi	312	START	1547956282859	1547956282859
USER	Teste Stress Avaliação Sicredi	313	START	1547956282860	1547956282860
USER	Teste Stress Avaliação Sicredi	314	START	1547956282862	1547956282862
USER	Teste Stress Avaliação Sicredi	315	START	1547956282863	1547956282863
USER	Teste Stress Avaliação Sicredi	316	START	1547956282869	1547956282869
USER	Teste Stress Avaliação Sicredi	317	START	1547956282880	1547956282880
USER	Teste Stress Avaliação Sicredi	318	START	1547956282890	1547956282890
USER	Teste Stress Avaliação Sicredi	319	START	1547956282891	1547956282891
USER	Teste Stress Avaliação Sicredi	320	START	1547956282893	1547956282893
USER	Teste Stress Avaliação Sicredi	321	START	1547956282894	1547956282894
USER	Teste Stress Avaliação Sicredi	322	START	1547956282896	1547956282896
USER	Teste Stress Avaliação Sicredi	323	START	1547956282897	1547956282897
USER	Teste Stress Avaliação Sicredi	324	START	1547956282899	1547956282899
USER	Teste Stress Avaliação Sicredi	325	START	1547956282900	1547956282900
USER	Teste Stress Avaliação Sicredi	326	START	1547956282901	1547956282901
USER	Teste Stress Avaliação Sicredi	327	START	1547956282908	1547956282908
USER	Teste Stress Avaliação Sicredi	328	START	1547956282914	1547956282914
REQUEST	30		Contar Votos	1547956281684	1547956282933	OK	 
USER	Teste Stress Avaliação Sicredi	329	START	1547956282929	1547956282929
REQUEST	220		Contar Votos	1547956282442	1547956282942	OK	 
REQUEST	239		Contar Votos	1547956282489	1547956282949	OK	 
REQUEST	233		Contar Votos	1547956282480	1547956282957	OK	 
REQUEST	241		Contar Votos	1547956282492	1547956282963	OK	 
REQUEST	19		Contar Votos	1547956281667	1547956282967	OK	 
REQUEST	243		Contar Votos	1547956282494	1547956282972	OK	 
USER	Teste Stress Avaliação Sicredi	330	START	1547956282938	1547956282938
USER	Teste Stress Avaliação Sicredi	331	START	1547956282978	1547956282978
USER	Teste Stress Avaliação Sicredi	332	START	1547956282981	1547956282981
USER	Teste Stress Avaliação Sicredi	333	START	1547956282984	1547956282984
USER	Teste Stress Avaliação Sicredi	334	START	1547956282987	1547956282987
USER	Teste Stress Avaliação Sicredi	335	START	1547956282992	1547956282992
USER	Teste Stress Avaliação Sicredi	336	START	1547956282994	1547956282994
USER	Teste Stress Avaliação Sicredi	337	START	1547956282996	1547956282996
USER	Teste Stress Avaliação Sicredi	338	START	1547956283001	1547956283001
USER	Teste Stress Avaliação Sicredi	339	START	1547956283004	1547956283004
USER	Teste Stress Avaliação Sicredi	340	START	1547956283009	1547956283009
USER	Teste Stress Avaliação Sicredi	341	START	1547956283018	1547956283018
USER	Teste Stress Avaliação Sicredi	342	START	1547956283026	1547956283026
USER	Teste Stress Avaliação Sicredi	343	START	1547956283029	1547956283029
USER	Teste Stress Avaliação Sicredi	344	START	1547956283032	1547956283032
USER	Teste Stress Avaliação Sicredi	345	START	1547956283033	1547956283033
USER	Teste Stress Avaliação Sicredi	346	START	1547956283036	1547956283036
USER	Teste Stress Avaliação Sicredi	347	START	1547956283037	1547956283037
